# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Count (DOWNSTREAM)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (SPLICE_SITE_DONOR)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_START)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)
PST130_14640	PST130_14640	mRNA	0	0	12	1	0	1146	1	0	1796	0	0	650	0	0	6	0	0	73	0	0	0	0	0	0	0	1	0	0	0
PST130_14641	PST130_14641	mRNA	0	0	5000	0	0	339	0	0	757	0	0	418	0	0	2	0	0	153	0	0	0	0	0	0	0	0	0	0	0
PST130_14642	PST130_14642	mRNA	0	0	32	0	0	1578	0	0	1944	0	0	366	0	0	10	0	0	18	0	0	0	0	0	0	0	0	0	0	0
PST130_14643	PST130_14643	mRNA	0	0	656	0	0	1533	0	0	1611	0	0	78	0	0	2	0	0	623	0	0	0	0	0	0	0	0	0	0	0
PST130_14644	PST130_14644	mRNA	0	0	475	0	0	408	0	0	645	0	0	237	0	0	4	2	0	3942	0	0	0	0	0	0	0	0	0	0	2
PST130_14645	PST130_14645	mRNA	0	0	1218	0	0	456	0	0	607	0	0	151	0	0	4	0	0	3237	0	0	0	0	0	0	0	0	0	0	0
PST130_14646	PST130_14646	mRNA	0	0	3423	2	0	834	0	0	1409	0	0	575	0	0	8	0	0	230	0	0	1	0	0	1	0	0	0	0	0
PST130_14647	PST130_14647	mRNA	0	0	5000	0	0	321	0	0	547	0	0	226	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14648	PST130_14648	mRNA	0	0	48	1	0	4644	1	0	5125	0	0	481	0	0	10	0	0	5000	0	0	1	0	0	0	0	0	0	0	0
PST130_14649	PST130_14649	mRNA	0	0	4158	0	0	195	0	0	274	0	0	79	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14650	PST130_14650	mRNA	0	0	768	0	0	1287	0	0	1424	0	0	137	0	0	4	0	0	1142	0	0	0	0	0	0	0	0	0	0	0
PST130_14651	PST130_14651	mRNA	0	0	12	0	0	552	0	0	624	0	0	72	0	0	2	0	0	2698	0	0	0	0	0	0	0	0	0	0	0
PST130_14652	PST130_14652	mRNA	0	0	729	0	0	216	0	0	442	0	0	226	0	0	6	0	0	108	0	0	0	0	0	0	0	0	0	0	0
PST130_14653	PST130_14653	mRNA	0	0	18	0	0	405	0	0	482	0	0	77	0	0	2	0	0	27	0	0	0	0	0	0	0	0	0	0	0
PST130_14654	PST130_14654	mRNA	0	0	367	0	0	606	0	0	749	0	0	143	0	0	4	0	0	85	0	0	0	0	0	0	0	0	0	0	0
PST130_14655	PST130_14655	mRNA	0	0	33	0	0	261	0	0	843	0	0	582	0	0	2	0	0	868	0	0	0	0	0	0	0	0	0	0	0
PST130_14656	PST130_14656	mRNA	0	0	89	0	0	2721	0	0	3038	0	0	317	0	0	8	4	0	5000	0	0	0	0	0	0	0	0	0	0	4
PST130_14657	PST130_14657	mRNA	2	0	3934	6	0	990	0	0	1154	0	0	164	0	0	4	0	0	5000	2	0	3	0	0	0	0	3	0	0	0
PST130_14658	PST130_14658	mRNA	0	0	4240	4	0	1122	0	0	1536	0	0	414	0	0	10	8	0	5000	0	0	0	0	0	0	0	4	0	0	8
PST130_14659	PST130_14659	mRNA	10	0	5000	2	0	324	0	0	530	0	0	206	0	0	4	0	0	3001	10	0	0	0	0	0	0	2	0	0	0
PST130_14660	PST130_14660	mRNA	0	0	184	0	0	987	0	0	1591	0	0	604	0	0	12	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14661	PST130_14661	mRNA	0	0	1214	0	0	1068	0	0	1135	0	0	67	0	0	2	0	0	2726	0	0	0	0	0	0	0	0	0	0	0
PST130_14662	PST130_14662	mRNA	0	0	2372	0	0	1146	0	0	1549	0	0	403	0	0	8	0	0	2316	0	0	0	0	0	0	0	0	0	0	0
PST130_14663	PST130_14663	mRNA	0	0	1832	4	0	591	4	0	982	0	0	391	0	0	8	0	0	1060	0	0	3	0	0	0	0	1	0	0	0
PST130_14664	PST130_14664	mRNA	0	0	3050	0	0	3192	0	0	3486	0	0	294	0	0	6	0	0	3005	0	0	0	0	0	0	0	0	0	0	0
PST130_14665	PST130_14665	mRNA	0	0	75	0	0	369	0	0	369	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0
PST130_14666	PST130_14666	mRNA	0	0	145	0	0	669	0	0	748	0	0	79	0	0	2	0	0	1182	0	0	0	0	0	0	0	0	0	0	0
PST130_14667	PST130_14667	mRNA	0	0	1186	0	0	477	0	0	576	0	0	99	0	0	2	0	0	313	0	0	0	0	0	0	0	0	0	0	0
PST130_14668	PST130_14668	mRNA	0	0	1400	0	0	858	0	0	998	0	0	140	0	0	6	0	0	439	0	0	0	0	0	0	0	0	0	0	0
PST130_14669	PST130_14669	mRNA	0	0	1402	0	0	852	0	0	1010	0	0	158	0	0	6	0	0	425	0	0	0	0	0	0	0	0	0	0	0
PST130_14670	PST130_14670	mRNA	0	0	937	1	0	2226	1	0	3489	0	0	1263	0	0	14	0	0	1559	0	0	0	0	0	0	0	1	0	0	0
PST130_14671	PST130_14671	mRNA	0	0	390	0	0	147	0	0	547	0	0	400	0	0	4	0	0	135	0	0	0	0	0	0	0	0	0	0	0
PST130_14672	PST130_14672	mRNA	0	0	104	0	0	180	0	0	242	0	0	62	0	0	2	0	0	96	0	0	0	0	0	0	0	0	0	0	0
PST130_14673	PST130_14673	mRNA	0	0	8	0	0	900	0	0	997	0	0	97	0	0	2	3	0	3649	0	0	0	0	0	0	0	0	0	0	3
PST130_14674	PST130_14674	mRNA	0	0	1917	3	0	810	0	0	1420	0	0	610	0	0	10	0	0	1317	0	0	1	0	0	0	0	2	0	0	0
PST130_14675	PST130_14675	mRNA	3	0	3581	0	0	837	0	0	868	0	0	31	0	0	2	0	0	205	3	0	0	0	0	0	0	0	0	0	0
PST130_14676	PST130_14676	mRNA	0	0	978	0	0	603	0	0	672	0	0	69	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14677	PST130_14677	mRNA	0	0	3016	0	0	1863	0	0	2064	0	0	201	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14678	PST130_14678	mRNA	0	0	5000	0	0	2781	0	0	3538	0	0	757	0	0	14	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14679	PST130_14679	mRNA	0	0	933	0	0	1029	0	0	1157	0	0	128	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14680	PST130_14680	mRNA	0	0	260	0	0	375	0	0	487	0	0	112	0	0	2	0	0	549	0	0	0	0	0	0	0	0	0	0	0
PST130_14681	PST130_14681	mRNA	0	0	48	0	0	405	0	0	558	0	0	153	0	0	4	0	0	2061	0	0	0	0	0	0	0	0	0	0	0
PST130_14682	PST130_14682	mRNA	0	0	49	0	0	195	0	0	195	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0
PST130_14683	PST130_14683	mRNA	0	0	1290	1	0	1281	0	0	1944	0	0	663	0	0	18	0	0	4972	0	0	1	0	0	0	0	0	0	0	0
PST130_14684	PST130_14684	mRNA	1	0	4444	0	0	1698	0	0	2323	0	0	625	0	0	10	0	0	1439	1	0	0	0	0	0	0	0	0	0	0
PST130_14685	PST130_14685	mRNA	0	0	24	0	0	279	0	0	279	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0
PST130_14686	PST130_14686	mRNA	0	0	174	0	0	189	0	0	281	0	0	92	0	0	2	0	0	4852	0	0	0	0	0	0	0	0	0	0	0
PST130_14687	PST130_14687	mRNA	0	0	146	0	0	405	0	0	490	0	0	85	0	0	2	0	0	35	0	0	0	0	0	0	0	0	0	0	0
PST130_14688	PST130_14688	mRNA	0	0	79	0	0	435	0	0	576	0	0	141	0	0	2	0	0	55	0	0	0	0	0	0	0	0	0	0	0
PST130_14689	PST130_14689	mRNA	0	0	3244	0	0	1188	0	0	1532	0	0	344	0	0	6	0	0	2082	0	0	0	0	0	0	0	0	0	0	0
PST130_14690	PST130_14690	mRNA	6	0	5000	1	0	633	0	0	633	0	0	0	0	0	0	0	0	24	6	0	1	0	0	0	0	0	0	0	0
PST130_14691	PST130_14691	mRNA	0	0	2248	6	0	1002	0	0	1272	0	0	270	0	0	6	1	0	4377	0	0	5	0	0	0	0	1	0	0	1
PST130_14692	PST130_14692	mRNA	0	0	5000	1	0	2406	1	0	2796	0	0	390	0	0	10	0	0	3233	0	0	0	0	0	0	0	1	0	0	0
PST130_14693	PST130_14693	mRNA	0	0	2981	0	0	507	0	0	579	0	0	72	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14694	PST130_14694	mRNA	0	0	9	0	0	1875	0	0	2022	0	0	147	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14695	PST130_14695	mRNA	0	0	11	0	0	510	0	0	547	0	0	37	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14696	PST130_14696	mRNA	0	0	620	0	0	1353	0	0	1413	0	0	60	0	0	2	0	0	775	0	0	0	0	0	0	0	0	0	0	0
PST130_14697	PST130_14697	mRNA	0	0	267	0	0	1341	0	0	1437	0	0	96	0	0	2	0	0	711	0	0	0	0	0	0	0	0	0	0	0
PST130_14698	PST130_14698	mRNA	0	0	360	0	0	105	0	0	105	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0
PST130_14699	PST130_14699	mRNA	0	0	1484	0	0	1473	0	0	1636	0	0	163	0	0	4	0	0	290	0	0	0	0	0	0	0	0	0	0	0
PST130_14700	PST130_14700	mRNA	0	0	67	0	0	408	0	0	408	0	0	0	0	0	0	0	0	2935	0	0	0	0	0	0	0	0	0	0	0
PST130_14701	PST130_14701	mRNA	0	0	3519	1	0	4134	1	0	4782	0	0	648	0	0	8	0	0	13	0	0	0	0	0	0	0	1	0	0	0
PST130_14702	PST130_14702	mRNA	0	0	50	0	0	1740	0	0	3109	0	0	1369	0	0	4	0	0	734	0	0	0	0	0	0	0	0	0	0	0
PST130_14703	PST130_14703	mRNA	0	0	24	0	0	273	0	0	273	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0
PST130_14704	PST130_14704	mRNA	0	0	1260	2	0	2712	0	0	3546	0	0	834	0	0	16	0	0	76	0	0	1	0	0	0	0	1	0	0	0
PST130_14705	PST130_14705	mRNA	0	0	65	0	0	306	0	0	399	0	0	93	0	0	2	2	0	4418	0	0	0	0	0	0	0	0	0	0	2
PST130_14706	PST130_14706	mRNA	0	0	772	0	0	369	0	0	369	0	0	0	0	0	0	0	0	2035	0	0	0	0	0	0	0	0	0	0	0
PST130_14707	PST130_14707	mRNA	0	0	1182	0	0	1647	0	0	1961	0	0	314	0	0	10	0	0	33	0	0	0	0	0	0	0	0	0	0	0
PST130_14708	PST130_14708	mRNA	0	0	5000	0	0	324	0	0	401	0	0	77	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14709	PST130_14709	mRNA	0	0	5000	0	0	375	0	0	716	0	0	341	0	0	4	0	0	3533	0	0	0	0	0	0	0	0	0	0	0
PST130_14710	PST130_14710	mRNA	0	0	2241	0	0	1371	0	0	1611	0	0	240	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14711	PST130_14711	mRNA	0	0	69	0	0	327	0	0	383	0	0	56	0	0	2	0	0	616	0	0	0	0	0	0	0	0	0	0	0
PST130_14712	PST130_14712	mRNA	0	0	857	0	0	372	0	0	632	0	0	260	0	0	6	0	0	194	0	0	0	0	0	0	0	0	0	0	0
PST130_14713	PST130_14713	mRNA	1	0	3755	2	0	2151	0	0	3333	0	0	1182	0	0	20	0	0	781	1	0	1	0	0	0	0	1	0	0	0
PST130_14714	PST130_14714	mRNA	0	0	14	1	0	3105	0	0	3466	0	0	361	0	0	8	2	0	4389	0	0	1	0	0	0	0	0	0	0	2
PST130_14715	PST130_14715	mRNA	0	0	39	0	0	978	0	0	978	0	0	0	0	0	0	0	0	918	0	0	0	0	0	0	0	0	0	0	0
PST130_14716	PST130_14716	mRNA	1	0	2906	0	0	399	0	0	681	0	0	282	0	0	6	0	0	218	1	0	0	0	0	0	0	0	0	0	0
PST130_14717	PST130_14717	mRNA	0	0	1535	1	0	687	0	0	1276	0	0	589	0	0	8	0	0	994	0	0	0	0	0	0	0	1	0	0	0
PST130_14718	PST130_14718	mRNA	3	0	3619	0	0	312	0	0	389	0	0	77	0	0	2	0	0	527	3	0	0	0	0	0	0	0	0	0	0
PST130_14719	PST130_14719	mRNA	0	0	1159	3	0	2670	0	0	2912	0	0	242	0	0	8	0	0	464	0	0	2	0	0	0	0	1	0	0	0
PST130_14720	PST130_14720	mRNA	0	0	959	0	0	1356	0	0	1397	0	0	41	0	0	2	0	0	181	0	0	0	0	0	0	0	0	0	0	0
PST130_14721	PST130_14721	mRNA	6	0	2380	0	0	3606	0	0	3606	0	0	0	0	0	0	0	0	95	6	0	0	0	0	0	0	0	0	0	0
PST130_14722	PST130_14722	mRNA	0	0	413	6	0	945	0	0	1484	0	0	539	0	0	8	0	0	4184	0	0	4	0	0	0	0	2	0	0	0
PST130_14723	PST130_14723	mRNA	0	0	5000	0	0	339	0	0	502	0	0	163	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14724	PST130_14724	mRNA	0	0	5000	0	0	1959	0	0	2330	0	0	371	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14725	PST130_14725	mRNA	0	0	5000	0	0	639	0	0	834	0	0	195	0	0	8	0	0	303	0	0	0	0	0	0	0	0	0	0	0
PST130_14726	PST130_14726	mRNA	0	0	5000	0	0	306	0	0	413	0	0	107	0	0	2	0	0	4506	0	0	0	0	0	0	0	0	0	0	0
PST130_14727	PST130_14727	mRNA	0	0	5000	0	0	336	0	0	556	0	0	220	0	0	4	0	0	948	0	0	0	0	0	0	0	0	0	0	0
PST130_14728	PST130_14728	mRNA	0	0	2904	0	0	357	0	0	1019	0	0	662	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14729	PST130_14729	mRNA	0	0	1112	0	0	423	0	0	660	0	0	237	0	0	6	0	0	430	0	0	0	0	0	0	0	0	0	0	0
PST130_14730	PST130_14730	mRNA	0	0	448	0	0	852	0	0	1050	0	0	198	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14731	PST130_14731	mRNA	0	0	4189	0	0	1194	0	0	1799	0	0	605	0	0	10	0	0	1943	0	0	0	0	0	0	0	0	0	0	0
PST130_14732	PST130_14732	mRNA	0	0	1934	0	0	570	0	0	1023	0	0	453	0	0	8	0	0	1617	0	0	0	0	0	0	0	0	0	0	0
PST130_14733	PST130_14733	mRNA	0	0	2204	1	0	384	0	0	542	0	0	158	0	0	4	1	0	5000	0	0	0	0	0	0	0	1	0	0	1
PST130_14734	PST130_14734	mRNA	1	0	3619	3	0	2049	3	0	9169	0	0	7120	0	0	28	0	0	3663	1	0	2	0	0	0	0	1	0	0	0
PST130_14735	PST130_14735	mRNA	2	0	5000	1	0	687	0	0	843	0	0	156	0	0	4	0	0	704	2	0	1	0	0	0	0	0	0	0	0
PST130_14736	PST130_14736	mRNA	0	0	160	0	0	1095	0	0	1095	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0
PST130_14737	PST130_14737	mRNA	0	0	761	0	0	894	0	0	1256	0	0	362	0	0	8	0	0	423	0	0	0	0	0	0	0	0	0	0	0
PST130_14738	PST130_14738	mRNA	0	0	65	0	0	264	0	0	264	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0
PST130_14739	PST130_14739	mRNA	0	0	1043	0	0	180	0	0	1143	0	0	963	0	0	6	0	0	380	0	0	0	0	0	0	0	0	0	0	0
PST130_14740	PST130_14740	mRNA	0	0	1299	2	0	3630	2	0	3957	0	0	327	0	0	8	0	0	277	0	0	1	0	0	0	0	1	0	0	0
PST130_14741	PST130_14741	mRNA	0	0	10	0	0	276	0	0	365	0	0	89	0	0	2	0	0	83	0	0	0	0	0	0	0	0	0	0	0
PST130_14742	PST130_14742	mRNA	0	0	403	0	0	1053	0	0	1475	0	0	422	0	0	6	0	0	2011	0	0	0	0	0	0	0	0	0	0	0
PST130_14743	PST130_14743	mRNA	0	0	14	0	0	840	0	0	1138	0	0	298	0	0	8	0	0	2737	0	0	0	0	0	0	0	0	0	0	0
PST130_14744	PST130_14744	mRNA	0	0	3059	0	0	543	0	0	792	0	0	249	0	0	4	0	0	1786	0	0	0	0	0	0	0	0	0	0	0
PST130_14745	PST130_14745	mRNA	0	0	405	0	0	2466	0	0	2624	0	0	158	0	0	2	0	0	2608	0	0	0	0	0	0	0	0	0	0	0
PST130_14746	PST130_14746	mRNA	0	0	3914	0	0	717	0	0	791	0	0	74	0	0	4	0	0	932	0	0	0	0	0	0	0	0	0	0	0
PST130_14747	PST130_14747	mRNA	5	0	4743	0	0	1083	0	0	1395	0	0	312	0	0	6	0	0	2051	5	0	0	0	0	0	0	0	0	0	0
PST130_14748	PST130_14748	mRNA	0	0	5000	5	0	1548	0	0	2552	0	0	1004	0	0	8	0	0	33	0	0	1	0	0	0	0	4	0	0	0
PST130_14749	PST130_14749	mRNA	0	0	972	0	0	1080	0	0	1478	0	0	398	0	0	6	0	0	1884	0	0	0	0	0	0	0	0	0	0	0
PST130_14750	PST130_14750	mRNA	0	0	7	2	0	486	2	0	778	0	0	292	0	0	4	0	0	1950	0	0	2	0	0	0	0	0	0	0	0
PST130_14751	PST130_14751	mRNA	0	0	490	0	0	228	0	0	334	0	0	106	0	0	2	0	0	1047	0	0	0	0	0	0	0	0	0	0	0
PST130_14752	PST130_14752	mRNA	0	0	364	0	0	531	0	0	719	0	0	188	0	0	4	0	0	2967	0	0	0	0	0	0	0	0	0	0	0
PST130_14753	PST130_14753	mRNA	0	0	1140	0	0	555	0	0	720	0	0	165	0	0	4	0	0	2190	0	0	0	0	0	0	0	0	0	0	0
PST130_14754	PST130_14754	mRNA	0	0	439	0	0	1044	0	0	1480	0	0	436	0	0	10	0	0	248	0	0	0	0	0	0	0	0	0	0	0
PST130_14755	PST130_14755	mRNA	0	0	5000	0	0	1308	0	0	1400	0	0	92	0	0	2	0	0	2498	0	0	0	0	0	0	0	0	0	0	0
PST130_14756	PST130_14756	mRNA	0	0	5000	0	0	861	0	0	937	0	0	76	0	0	6	0	0	238	0	0	0	0	0	0	0	0	0	0	0
PST130_14757	PST130_14757	mRNA	0	0	5000	0	0	1734	0	0	2247	0	0	513	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14758	PST130_14758	mRNA	0	0	5000	0	0	267	0	0	400	0	0	133	0	0	2	0	0	901	0	0	0	0	0	0	0	0	0	0	0
PST130_14759	PST130_14759	mRNA	0	0	2204	12	0	3681	0	0	4382	0	0	701	0	0	10	0	0	5000	0	0	4	0	0	0	0	8	0	0	0
PST130_14760	PST130_14760	mRNA	12	0	5000	0	0	879	0	0	879	0	0	0	0	0	0	6	0	5000	12	0	0	0	0	0	0	0	0	0	6
PST130_14761	PST130_14761	mRNA	0	0	5000	6	0	3852	0	0	6024	0	0	2172	0	0	36	0	0	1093	0	0	4	0	0	1	0	1	0	0	0
PST130_14762	PST130_14762	mRNA	0	0	75	0	0	1077	0	0	1218	0	0	141	0	0	4	0	0	4553	0	0	0	0	0	0	0	0	0	0	0
PST130_14763	PST130_14763	mRNA	0	0	1117	0	0	1713	0	0	2028	0	0	315	0	0	8	0	0	2701	0	0	0	0	0	0	0	0	0	0	0
PST130_14764	PST130_14764	mRNA	0	0	239	0	0	255	0	0	462	0	0	207	0	0	4	0	0	129	0	0	0	0	0	0	0	0	0	0	0
PST130_14765	PST130_14765	mRNA	0	0	2166	0	0	336	0	0	473	0	0	137	0	0	4	0	0	1121	0	0	0	0	0	0	0	0	0	0	0
PST130_14766	PST130_14766	mRNA	0	0	2220	0	0	384	0	0	474	0	0	90	0	0	2	0	0	539	0	0	0	0	0	0	0	0	0	0	0
PST130_14767	PST130_14767	mRNA	0	0	377	0	0	261	0	0	323	0	0	62	0	0	2	0	0	2533	0	0	0	0	0	0	0	0	0	0	0
PST130_14768	PST130_14768	mRNA	0	0	26	0	0	294	0	0	294	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0
PST130_14769	PST130_14769	mRNA	0	0	577	0	0	147	0	0	147	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0
PST130_14770	PST130_14770	mRNA	0	0	1400	0	0	1008	0	0	1126	0	0	118	0	0	4	0	0	137	0	0	0	0	0	0	0	0	0	0	0
PST130_14771	PST130_14771	mRNA	0	0	2317	1	0	2280	1	0	3022	0	0	742	0	0	14	0	0	1177	0	0	1	0	0	0	0	0	0	0	0
PST130_14772	PST130_14772	mRNA	0	0	15	0	0	564	0	0	564	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0
PST130_14774	PST130_14774	mRNA	0	0	360	0	0	1302	0	0	1753	0	0	451	0	0	6	0	0	34	0	0	0	0	0	0	0	0	0	0	0
PST130_14775	PST130_14775	mRNA	0	0	578	2	0	558	2	0	943	0	0	385	0	0	8	0	0	82	0	0	1	0	0	0	0	1	0	0	0
PST130_14776	PST130_14776	mRNA	0	0	1042	3	0	2391	0	0	3078	0	0	687	0	0	22	0	0	2733	0	0	2	0	0	0	0	1	0	0	0
PST130_14777	PST130_14777	mRNA	3	0	4201	0	0	657	0	0	839	0	0	182	0	0	4	0	0	1813	3	0	0	0	0	0	0	0	0	0	0
PST130_14778	PST130_14778	mRNA	0	0	91	0	0	1353	0	0	1520	0	0	167	0	0	8	0	0	68	0	0	0	0	0	0	0	0	0	0	0
PST130_14779	PST130_14779	mRNA	0	0	28	0	0	1290	0	0	1290	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0
PST130_14780	PST130_14780	mRNA	0	0	658	0	0	486	0	0	561	0	0	75	0	0	2	0	0	136	0	0	0	0	0	0	0	0	0	0	0
PST130_14781	PST130_14781	mRNA	0	0	70	0	0	195	0	0	195	0	0	0	0	0	0	0	0	867	0	0	0	0	0	0	0	0	0	0	0
PST130_14782	PST130_14782	mRNA	0	0	1072	3	0	2703	3	0	3370	0	0	667	0	0	18	0	0	373	0	0	1	0	0	0	0	2	0	0	0
PST130_14783	PST130_14783	mRNA	0	0	989	6	0	2721	0	0	3946	0	0	1225	0	0	24	0	0	1510	0	0	4	0	0	0	0	2	0	0	0
PST130_14784	PST130_14784	mRNA	6	0	4944	0	0	411	0	0	519	0	0	108	0	0	2	0	0	982	6	0	0	0	0	0	0	0	0	0	0
PST130_14785	PST130_14785	mRNA	0	0	1460	0	0	2307	0	0	2307	0	0	0	0	0	0	0	0	1498	0	0	0	0	0	0	0	0	0	0	0
PST130_14786	PST130_14786	mRNA	0	0	823	0	0	225	0	0	309	0	0	84	0	0	2	0	0	1675	0	0	0	0	0	0	0	0	0	0	0
PST130_14787	PST130_14787	mRNA	0	0	66	8	0	3036	8	0	3193	0	0	157	0	0	4	0	0	416	0	0	2	0	0	0	0	6	0	0	0
PST130_14788	PST130_14788	mRNA	0	0	17	0	0	252	0	0	252	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
PST130_14789	PST130_14789	mRNA	0	0	561	0	0	180	0	0	500	0	0	320	0	0	4	0	0	1067	0	0	0	0	0	0	0	0	0	0	0
PST130_14790	PST130_14790	mRNA	0	0	5000	25	0	3762	21	0	4806	0	0	1044	0	0	14	0	0	1515	0	0	9	0	0	0	0	16	0	0	0
PST130_14791	PST130_14791	mRNA	0	0	3798	0	0	1752	0	0	2313	0	0	561	0	0	14	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14792	PST130_14792	mRNA	0	0	5000	1	0	1113	0	0	1390	0	0	277	0	0	8	0	0	1283	0	0	0	0	0	0	0	1	0	0	0
PST130_14793	PST130_14793	mRNA	1	0	5000	0	0	573	0	0	656	0	0	83	0	0	2	0	0	500	1	0	0	0	0	0	0	0	0	0	0
PST130_14794	PST130_14794	mRNA	4	0	5000	0	0	546	0	0	642	0	0	96	0	0	2	1	0	5000	4	0	0	0	0	0	0	0	0	0	1
PST130_14795	PST130_14795	mRNA	0	0	5000	0	0	411	0	0	519	0	0	108	0	0	2	0	0	73	0	0	0	0	0	0	0	0	0	0	0
PST130_14796	PST130_14796	mRNA	0	0	5000	0	0	378	0	0	486	0	0	108	0	0	4	0	0	2292	0	0	0	0	0	0	0	0	0	0	0
PST130_14797	PST130_14797	mRNA	0	0	5000	0	0	228	0	0	342	0	0	114	0	0	2	5	0	5000	0	0	0	0	0	0	0	0	0	0	5
PST130_14798	PST130_14798	mRNA	0	0	5000	0	0	621	0	0	888	0	0	267	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14799	PST130_14799	mRNA	0	0	5000	5	0	2820	0	0	6961	0	0	4141	0	0	14	0	0	2797	0	0	1	0	0	0	0	4	0	0	0
PST130_14800	PST130_14800	mRNA	0	0	5000	0	0	540	0	0	703	0	0	163	0	0	2	0	0	4373	0	0	0	0	0	0	0	0	0	0	0
PST130_14801	PST130_14801	mRNA	0	0	920	0	0	510	0	0	697	0	0	187	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_14802	PST130_14802	mRNA	0	0	5000	0	0	702	0	0	977	0	0	275	0	0	6	0	0	1997	0	0	0	0	0	0	0	0	0	0	0
PST130_14803	PST130_14803	mRNA	0	0	1966	0	0	612	0	0	612	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0
PST130_14804	PST130_14804	mRNA	0	0	5000	1	0	975	0	0	1505	0	0	530	0	0	10	0	0	5000	0	0	0	0	0	0	0	1	0	0	0
PST130_14805	PST130_14805	mRNA	0	0	5000	14	0	1857	0	0	2521	0	0	664	0	0	16	0	0	5000	0	0	0	0	0	0	0	14	0	0	0
PST130_14806	PST130_14806	mRNA	11	0	5000	0	0	579	0	0	827	0	0	248	0	0	6	0	0	1945	11	0	0	0	0	0	0	0	0	0	0
PST130_14807	PST130_14807	mRNA	0	0	4051	2	0	558	0	0	850	0	0	292	0	0	6	1	0	5000	0	0	1	0	0	0	0	1	0	0	1
PST130_14808	PST130_14808	mRNA	3	0	5000	0	0	660	0	0	660	0	0	0	0	0	0	1	0	5000	3	0	0	0	0	0	0	0	0	0	1
PST130_14809	PST130_14809	mRNA	0	0	2632	0	0	300	0	0	454	0	0	154	0	0	4	1	0	5000	0	0	0	0	0	0	0	0	0	0	1
PST130_14810	PST130_14810	mRNA	0	0	564	0	0	582	0	0	1007	0	0	425	0	0	8	3	0	5000	0	0	0	0	0	0	0	0	0	0	3
PST130_14811	PST130_14811	mRNA	0	0	1111	2	0	234	0	0	449	0	0	215	0	0	4	0	0	4400	0	0	1	0	0	0	0	1	0	0	0
